Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Coordonnee X;Coordonnee Y;Latitude;Longitude;Appariement;Localisation;Code nature uai;Nature uai;Etat établissement;Libellé état établissement;Code département;Code région;Code académie;Position
0594107U;Ecole primaire Jules Guesde;ECOLE PRIMAIRE PUBLIQUE;JULES GUESDE;Public;92  RUE LEON MARLOT;;;59100;ROUBAIX;713532.1;7064160.5;50.67415103473405;3.1910999156119657;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6741510347, 3.19109991561
0594109W;Ecole primaire privée Saint Raphael;ECOLE PRIMAIRE PRIVEE;SAINT RAPHAEL;Privé;27 rue du Blanc Seau;;;59200;TOURCOING;711226.1;7068003.4;50.7086810353621;3.15864378098509;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7086810354, 3.15864378099
0594118F;Ecole primaire privée Sainte Marie;ECOLE PRIMAIRE PRIVEE;SAINTE MARIE;Privé;38 rue Chevalier de la Barre;;;59184;SAINGHIN EN WEPPES;693090.5;7051648.5;50.56197115097043;2.9026419627173605;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.561971151, 2.90264196272
0594125N;Ecole primaire privée Notre-Dame;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;Privé;29 bis rue Pasteur;;;59650;VILLENEUVE D ASCQ;710856.9;7058866.5;50.62669488296327;3.15317590010748;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.626694883, 3.15317590011
0594129T;Ecole primaire privée Saint Vaast Robersart;ECOLE PRIMAIRE PRIVEE;SAINT VAAST-ROBERSART;Privé;170 rue de l'Agrippin;;;59118;WAMBRECHIES;703266.6;7065536.7;50.686638943551095;3.0461422701116754;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6866389436, 3.04614227011
0594132W;Ecole primaire privée Notre-Dame;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;Privé;42 rue de l'Yser;;;59139;WATTIGNIES;702778.9;7053778.5;50.58112012761135;3.0391708858860067;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5811201276, 3.03917088589
0594195P;Ecole primaire du Bourg;ECOLE PRIMAIRE PUBLIQUE;DU BOURG;Public;13 rue Anatole Musy;;;59116;HOUPLINES;694021.4;7066182.0;50.69240943100978;2.9155397198799293;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.692409431, 2.91553971988
0594199U;Ecole primaire Lakanal-Madame Campan;ECOLE PRIMAIRE PUBLIQUE;LAKANAL-MADAME CAMPAN;Public;125 rue du Long Pot;;;59800;LILLE;706336.5;7058997.4;50.62793193754822;3.089401449333342;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6279319375, 3.08940144933
0594239M;Ecole maternelle Eugène d'Hallendre;ECOLE MATERNELLE PUBLIQUE;EUGENE D'HALLENDRE;Public;48 rue Eugène Hallendre;;;59110;LA MADELEINE;704984.5;7062448.6;50.65891574562054;3.0703695356346246;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6589157456, 3.07036953563
0594346D;Ecole maternelle du Parc;ECOLE MATERNELLE PUBLIQUE;DU PARC;Public;115 RUE D ARMENTIERES;;;59193;ERQUINGHEM LYS;689214.6;7064708.6;50.679123106400944;2.847673860335737;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6791231064, 2.84767386034
0594389A;Collège Anne Frank;COLLEGE;ANNE FRANK;Public;314 avenue DES NATIONS UNIES;;BP40445;59058;ROUBAIX CEDEX 1;712443.8;7066374.9;50.6940448027289;3.1758006508446877;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6940448027, 3.17580065084
0594460C;Ecole maternelle Charles de Gaulle;ECOLE MATERNELLE PUBLIQUE;CHARLES DE GAULLE;Public;36 rue Léon Jouhaux;;;59290;WASQUEHAL;709013.8;7062731.2;50.661406523194884;3.1272602245175083;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6614065232, 3.12726022452
0594477W;Ecole primaire Rollin-Quinet;ECOLE PRIMAIRE PUBLIQUE;QUINET-ROLLIN;Public;27 rue Littré;;;59000;LILLE;703763.4;7058745.6;50.625693030729394;3.0530953003418504;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6256930307, 3.05309530034
0594490K;Ecole primaire Descartes;ECOLE PRIMAIRE PUBLIQUE;DESCARTES;Public;1  RUE EUGENE DELACROIX;;;59200;TOURCOING;713270.3;7071202.9;50.737350094209134;3.187639127259685;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7373500942, 3.18763912726
0594524X;Collège Jean Moulin;COLLEGE;JEAN MOULIN;Public;6 rue ROLAND GARROS;;;59139;WATTIGNIES;703259.3;7054983.8;50.59193523668529;3.0459524056141873;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.5919352367, 3.04595240561
0594527A;Collège Maxence Van Der Meersch;COLLEGE;MAXENCE VAN DER MEERSCH;Public;RUE MIRABEAU;;BP60025;59588;BONDUES CEDEX;708982.2;7067782.6;50.70673614835482;3.126928724364589;Moyenne;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.7067361484, 3.12692872436
0594589T;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;YANN ARTHUS-BERTRAND;Public;269 A rue Salvador Allende;;;59830;CYSOING;715292.9;7052663.9;50.5709354353883;3.2155226297143855;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5709354354, 3.21552262971
0594596A;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;JEAN JAURES;Public;3 rue Alfred Cousin;;;59273;FRETIN;709554.1;7051336.5;50.5591360173275;3.1346141124722786;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5591360173, 3.13461411247
0594627J;Section d'enseignement général et professionnel adapté du Collège François Rabelais;SEGPA;CLG FRANCOIS RABELAIS;Public;Avenue DU CHANCELIER ADENAUER;;BP65;59370;MONS EN BAROEUL;708338.2;7060484.4;50.641253090786044;3.117674591125037;Parfaite;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6412530908, 3.11767459113
0594629L;Section d'enseignement général et professionnel adapté du Collège Verlaine;SEGPA;CLG VERLAINE;Public;1 rue BERTHELOT;;BP22;59008;LILLE CEDEX;704974.1;7057040.4;50.6103812803718;3.0701548770737928;Correcte;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6103812804, 3.07015487707
0594635T;Section d'enseignement général et professionnel adapté du Collège Maxence Van Der Meersch;SEGPA;CLG MAXENCE VAN DER MEERSCH;Public;Rue MIRABEAU;MOUVAUX;BP60025;59588;BONDUES CEDEX;708978.5;7067743.3;50.706383551667486;3.1268755469049063;Moyenne;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.7063835517, 3.1268755469
0594678P;Ecole primaire Maxence Van Der Meersch;ECOLE PRIMAIRE PUBLIQUE;MAXENCE VAN DER MEERSCH;Public;Avenue du Coquinage;;;59910;BONDUES;706383.9;7067433.9;50.70363921361487;3.0902061929668294;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7036392136, 3.09020619297
0594704T;Ecole maternelle Henri Matisse;ECOLE MATERNELLE PUBLIQUE;HENRI MATISSE;Public;Allée des Charmes;;;59700;MARCQ EN BAROEUL;706765.8;7065040.4;50.68215717588115;3.095561605280594;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6821571759, 3.09556160528
0594781B;Ecole primaire Toulouse Lautrec;ECOLE PRIMAIRE PUBLIQUE;TOULOUSE LAUTREC;Public;Rue Traversière;;;59650;VILLENEUVE D ASCQ;710144.8;7057742.8;50.61662232587354;3.1431004417631807;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6166223259, 3.14310044176
0594868W;Section d'enseignement général et professionnel adapté du Collège Raymond Devos;SEGPA;CLG RAYMOND DEVOS;Public;40 rue JEAN JAURES;;;59510;HEM;713254.0;7062750.7;50.661505764481056;3.1871254298377885;Parfaite;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6615057645, 3.18712542984
0594870Y;Section d'enseignement général et professionnel adapté du Collège Marie Curie;SEGPA;CLG MARIE CURIE;Public;20 rue D'AUSTERLITZ;;;59200;TOURCOING;710846.7;7069191.5;50.71934879220902;3.1533148304036294;Parfaite;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.7193487922, 3.1533148304
0594871Z;Section d'enseignement général et professionnel adapté du Collège Mendès France;SEGPA;CLG MENDES-FRANCE;Public;19 rue DE SOISSONS;;BP83349;59203;TOURCOING CEDEX;713406.7;7071031.6;50.73581011931247;3.189561971195664;Correcte;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.7358101193, 3.1895619712
0594931P;Ecole primaire Jean Jaurès;ECOLE PRIMAIRE PUBLIQUE;JEAN JAURES;Public;Rue Anatole France;;;59260;LILLE;704705.1;7060061.5;50.63749590911159;3.0663967226492033;Correcte;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6374959091, 3.06639672265
0594937W;Ecole primaire Jean Minet;ECOLE PRIMAIRE PUBLIQUE;JEAN MINET;Public;57 rue Adolphe Defrenne;;;59160;LILLE;699016.7;7061442.3;50.64990437232809;2.986120586808532;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6499043723, 2.98612058681
0594975M;Ecole maternelle Van Der Meersch;ECOLE MATERNELLE PUBLIQUE;VAN DER MEERSCH;Public;8 rue DES VICTOIRES;;;59650;VILLENEUVE D ASCQ;709087.8;7058354.4;50.6221273924194;3.12820465410332;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6221273924, 3.1282046541
0594979S;Ecole primaire Claude Bernard;ECOLE PRIMAIRE PUBLIQUE;CLAUDE BERNARD;Public;1 rue BAUDUIN IX;;;59650;VILLENEUVE D ASCQ;709831.3;7058844.6;50.62651535605678;3.138705585769716;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6265153561, 3.13870558577
0594985Y;Ecole primaire Pasteur;ECOLE PRIMAIRE PUBLIQUE;PASTEUR;Public;13 avenue Pasteur;;;59117;WERVICQ SUD;703470.4;7074737.0;50.76919217452581;3.0491018539548005;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7691921745, 3.04910185395
0595011B;Ecole maternelle privée Sainte Geneviève;ECOLE MATERNELLE PRIVEE;SAINTE GENEVIEVE;Privé;229 rue de la Vallée;;;59510;HEM;713771.1;7062246.4;50.6569690144658;3.194408502164596;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6569690145, 3.19440850216
0595058C;Ecole maternelle Augustin Thierry;ECOLE MATERNELLE PUBLIQUE;AUGUSTIN THIERRY;Public;Allée du Tambourin;;;59650;VILLENEUVE D ASCQ;710436.2;7057549.7;50.61488454445855;3.1472057823580015;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6148845445, 3.14720578236
0595062G;Ecole maternelle Chopin;ECOLE MATERNELLE PUBLIQUE;CHOPIN;Public;201 rue Charles le Bon;;;59650;VILLENEUVE D ASCQ;709530.5;7059822.5;50.635295985690135;3.1344852342030354;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6352959857, 3.1344852342
0595087J;Ecole maternelle Charles Vion;ECOLE MATERNELLE PUBLIQUE;CHARLES VION;Public;15 rue Jean Moulin;;;59263;HOUPLIN ANCOISNE;699497.8;7052936.7;50.57357094835808;2.992922140127804;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.5735709484, 2.99292214013
0595162R;Ecole maternelle Louis Aragon;ECOLE MATERNELLE PUBLIQUE;LOUIS ARAGON;Public;28 rue de l'Eglise;;;59390;TOUFFLERS;716338.6;7062607.0;50.66014298792613;3.2306689318047925;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6601429879, 3.2306689318
0595167W;Collège Baudelaire;COLLEGE;BAUDELAIRE;Public;23  AVENUE LE NOTRE;;;59100;ROUBAIX;711940.1;7064794.5;50.67987288282631;3.1686369328824067;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6798728828, 3.16863693288
0595222F;Ecole maternelle Albert Camus;ECOLE MATERNELLE PUBLIQUE;GROUPE SCOLAIRE ALBERT CAMUS;Public;Rue de la Convention;;;59650;VILLENEUVE D ASCQ;710697.0;7060566.6;50.641954757426;3.150965795093393;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6419547574, 3.15096579509
0595302T;Collège privé Saint-Exupéry;COLLEGE PRIVE;SAINT EXUPERY;Privé;80 avenue ANDRE CHENIER;;BP197;59054;ROUBAIX CEDEX 1;711855.9;7065317.2;50.684564992454774;3.1674633877367837;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6845649925, 3.16746338774
0595333B;Section d'enseignement général et professionnel adapté du Collège Simone de Beauvoir;SEGPA;CLG SIMONE DE BEAUVOIR;Public;Place LEON BLUM;;;59650;VILLENEUVE D ASCQ;709380.2;7058699.7;50.62522191957559;3.1323377957656144;Parfaite;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6252219196, 3.13233779577
0622249H;Ecole maternelle Les Roses;ECOLE MATERNELLE PUBLIQUE;LES ROSES;Public;Rue des Pins;;;62138;VIOLAINES;684810.9;7049323.8;50.54095971656166;2.786067746432925;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;62;32;09;50.5409597166, 2.78606774643
0622333Z;Ecole primaire Guillaume Apollinaire;ECOLE PRIMAIRE PUBLIQUE;GUILLAUME APOLLINAIRE;Public;240  RUE DE LA FACADE;CITE SAINT-JEAN;;62220;CARVIN;695772.5;7041490.0;50.47081442529528;2.9405403436209747;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;62;32;09;50.4708144253, 2.94054034362
0623235E;Ecole maternelle Claude Debussy;ECOLE MATERNELLE PUBLIQUE;CLAUDE DEBUSSY;Public;Rue du Général de Gaulle;;;62138;BILLY BERCLAU;690131.9;7046465.0;50.51540689938683;2.8610824936510038;Parfaite;Rue;101;Ecole maternelle;1;Ouvert;62;32;09;50.5154068994, 2.86108249365
0623439B;Ecole maternelle Jean de La Bruyère;ECOLE MATERNELLE PUBLIQUE;JEAN DE LA BRUYERE;Public;Avenue Michel de Montaigne;;;62220;CARVIN;696020.6;7043699.8;50.490651787326;2.9440078218932397;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;62;32;09;50.4906517873, 2.94400782189
0620258U;Lycée professionnel Voltaire;LYCEE PROFESSIONNEL;VOLTAIRE;Public;9  PLACE BERTIN LEDOUX;;;62410;WINGLES;689699.8;7043509.8;50.48887413949136;2.8550760022637314;Parfaite;Numéro de rue;320;Lycée professionnel;1;Ouvert;62;32;09;50.4888741395, 2.85507600226
0620325S;Ecole maternelle Jean Jaurès;ECOLE MATERNELLE PUBLIQUE;JEAN JAURES;Public;Rue Florent Evrard;;;62880;VENDIN LE VIEIL;690593.9;7041957.5;50.47495442475348;2.867692576522532;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;62;32;09;50.4749544248, 2.86769257652
0621358P;Ecole primaire Jules Verne;ECOLE PRIMAIRE PUBLIQUE;JULES VERNE;Public;124 RUE FRANCIS DE PRESSENSE;;;62220;CARVIN;696621.1;7043305.8;50.48711871644771;2.952460497151202;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;62;32;09;50.4871187164, 2.95246049715
0621377K;Ecole primaire Marie et Pierre Curie;ECOLE PRIMAIRE PUBLIQUE;MARIE ET PIERRE CURIE;Public;CÎTE DE LA GARE;;;62820;LIBERCOURT;700485.6;7042806.6;50.48264673544577;3.006831552318978;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;62;32;09;50.4826467354, 3.00683155232
0621517M;Ecole primaire le Frenelet;ECOLE PRIMAIRE PUBLIQUE;LE FRENELET;Public;1 RUE DES TRONCHANTS;;;62840;LORGIES;685188.7;7052313.3;50.5678003832848;2.791277580917325;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;62;32;09;50.5678003833, 2.79127758092
0595397W;Collège privé Thérèse d'Avila;COLLEGE PRIVE;THERESE D'AVILA;Privé;13 rue DES FRERES VAILLANT;;BP102;59003;LILLE CEDEX;703175.4;7059094.0;50.628822966031414;3.0448023914026154;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.628822966, 3.0448023914
0595505N;Ecole primaire Jules Verne niveau 2;ECOLE PRIMAIRE PUBLIQUE;JULES VERNE NIVEAU 2;Public;Rue de l'Abbé Bonpain;;BP179;59113;SECLIN;702334.0;7050322.5;50.55010378873742;3.032879369867384;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5501037887, 3.03287936987
0595514Y;Ecole maternelle Louise Michel;ECOLE MATERNELLE PUBLIQUE;LOUISE MICHEL-MARIE CURIE;Public;Rue de Wattiessart;;;59113;SECLIN;702266.3;7049806.5;50.545472734473286;3.0319227323511635;Parfaite;Rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.5454727345, 3.03192273235
0595605X;Ecole primaire Arthur Rimbaud;ECOLE PRIMAIRE PUBLIQUE;ARTHUR RIMBAUD;Public;Rue du 8 Mai 1945;;;59112;ANNOEULLIN;695544.7;7047140.5;50.52153206507631;2.9372732117834404;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5215320651, 2.93727321178
0595630Z;Collège privé Saint Paul;COLLEGE PRIVE;SAINT PAUL;Privé;22 rue DE ROUBAIX;;BP21;59510;HEM;713059.7;7063614.9;50.66926504360827;3.1844107272204814;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6692650436, 3.18441072722
0595703D;Ecole primaire Saint-Exupéry;ECOLE PRIMAIRE PUBLIQUE;SAINT EXUPERY;Public;Sentier des Prieux;;;59420;MOUVAUX;709608.1;7068123.0;50.70978130312055;3.1357816594770895;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7097813031, 3.13578165948
0595867G;Lycée général et technologique international Montebello;LYCEE GENERAL ET TECHNOLOGIQUE;INTERNATIONAL MONTEBELLO;Public;196  BOULEVARD MONTEBELLO;;BP80;59006;LILLE CEDEX;703365.6;7058124.2;50.62011860641516;3.047477735633438;Correcte;Numéro de rue;300;Lycée d'enseignement général et technologique;1;Ouvert;59;32;09;50.6201186064, 3.04747773563
0595877T;Ecole technologique privée Institut de gestion hôtelière;ECOLE TECHNOLOGIQUE PRIVEE;INSTITUT DE GESTION HOTELIERE;Privé;17 PLACE CHARLES ROUSSEL;;;59200;TOURCOING;711103.0;7069398.2;50.72119901234629;3.1569433510661855;Correcte;Numéro de rue;301;Lycée d'enseignement technologique;1;Ouvert;59;32;09;50.7211990123, 3.15694335107
0596017V;Ecole primaire privée Saint Blaise;ECOLE PRIMAIRE PRIVEE;SAINT BLAISE;Privé;488 rue du Clinquet;;;59200;TOURCOING;709243.0;7070029.5;50.726894090699986;3.1306666607682128;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7268940907, 3.13066666077
0596111X;Ecole primaire Prévert;ECOLE PRIMAIRE PUBLIQUE;PREVERT;Public;Chemin des Ecoles;;;59147;GONDECOURT;698913.9;7049884.4;50.54617508710977;2.984701159214955;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5461750871, 2.98470115921
0596209D;Ecole primaire Sévigné-Voltaire;ECOLE PRIMAIRE PUBLIQUE;SEVIGNE-VOLTAIRE;Public;1 rue ZOLA;;;59160;LILLE;700246.4;7059650.4;50.63382430209213;3.003476855843351;Moyenne;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6338243021, 3.00347685584
0596305H;Ecole primaire privée SAINT AUGUSTIN;ECOLE PRIMAIRE PRIVEE;SAINT AUGUSTIN;Privé;154 rue de Blanchemaille;;;59100;ROUBAIX;712061.7;7066816.6;50.698015877022165;3.170415990920769;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.698015877, 3.17041599092
0596306J;Ecole primaire privée Sainte Marie;ECOLE PRIMAIRE PRIVEE;SAINTE MARIE;Privé;22 rue Bonne Nouvelle;;;59200;TOURCOING;712694.5;7070371.9;50.72990561995861;3.1794707639738924;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.72990562, 3.17947076397
0596376K;Ecole élémentaire Painlevé;ECOLE ELEMENTAIRE PUBLIQUE;PAUL PAINLEVE;Public;4 rue de l'Escaut;;;59000;LILLE;704036.4;7057327.8;50.61296734004284;3.0569324518134957;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.61296734, 3.05693245181
0596459A;Ecole élémentaire privée Saint François;ECOLE ELEMENTAIRE PRIVEE;SAINT FRANCOIS;Privé;3 rue de la Latte;;;59223;RONCQ;708871.1;7072963.8;50.753228480098166;3.125475101394739;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7532284801, 3.12547510139
0596505A;Ecole élémentaire application;ECOLE ELEMENTAIRE APPLICATION;CHENIER-SEVERINE;Public;6 rue Léon Blum;;;59000;LILLE;702563.0;7057932.0;50.61839753003506;3.036154404694548;Parfaite;Numéro de rue;153;Ecole élémentaire d'application;1;Ouvert;59;32;09;50.61839753, 3.03615440469
0596585M;École élémentaire publique Alphonse Theeten;ECOLE ELEMENTAIRE PUBLIQUE;ALPHONSE THEETEN;Public;9 rue des Marais;;;59139;NOYELLES LES SECLIN;700806.7;7053272.2;50.57658175490166;3.011370074601032;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5765817549, 3.0113700746
0596645C;Ecole élémentaire publique Blaise Pascal;ECOLE ELEMENTAIRE PUBLIQUE;BLAISE PASCAL;Public;73 rue des Anges;;;59100;ROUBAIX;711884.9;7067403.2;50.703283045572505;3.1679356730204287;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7032830456, 3.16793567302
0596646D;Ecole élémentaire publique Pierre Brossolette;ECOLE ELEMENTAIRE PUBLIQUE;PIERRE BROSSOLETTE;Public;125 rue Pierre Brossolette;;;59100;ROUBAIX;713731.3;7063784.2;50.670769863846296;3.19389995163539;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6707698638, 3.19389995164
0596726R;Ecole élémentaire privée Saint Jean-Baptiste;ECOLE ELEMENTAIRE PRIVEE;SAINT JEAN-BAPTISTE;Privé;25 rue LA ROCHE FOUCAULD;;;59100;ROUBAIX;712777.1;7064739.8;50.67936542203493;3.1804565622365506;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.679365422, 3.18045656224
0595316H;Ecole maternelle Jacques Brel;ECOLE MATERNELLE PUBLIQUE;JACQUES BREL;Public;14 rue Georges Seghers;;;59150;WATTRELOS;714717.5;7066367.9;50.69393241400541;3.207922108477772;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.693932414, 3.20792210848
0595317J;Ecole maternelle Ferdinand Buisson;ECOLE MATERNELLE PUBLIQUE;FERDINAND BUISSON;Public;2 rue Ferdinand Buisson;;;59150;WATTRELOS;714481.7;7067790.8;50.70670611924557;3.2046429463690758;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.7067061192, 3.20464294637
0595363J;Section d'enseignement général et professionnel adapté du Collège privé Cardinal Liénart;SEGPA PRIVEE;CLG CARDINAL LIENART;Privé;59 bis rue SAINT BLAISE;;;59200;TOURCOING;711033.2;7070239.7;50.72875105742779;3.155980211858195;Parfaite;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.7287510574, 3.15598021186
0623460Z;Ecole maternelle Louise Michel;ECOLE MATERNELLE PUBLIQUE;LOUISE MICHEL;Public;Rue Jean Baptiste Clément;;;62590;OIGNIES;698983.7;7041577.6;50.471614218109785;2.985705546432546;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;62;32;09;50.4716142181, 2.98570554643
0623509C;Ecole primaire Jérémie Poteau;ECOLE PRIMAIRE PUBLIQUE;JEREMIE POTEAU;Public;195 rue du Général de Gaulle;;;62138;BILLY BERCLAU;690871.7;7047237.7;50.52235371169256;2.8714792540659917;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;62;32;09;50.5223537117, 2.87147925407
0623651G;Ecole maternelle Les Capucines;ECOLE MATERNELLE PUBLIQUE;LES CAPUCINES;Public;Place de la Carolle;;;62138;DOUVRIN;688120.8;7045571.2;50.50734929439398;2.8327980907394994;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;62;32;09;50.5073492944, 2.83279809074
