Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Coordonnee X;Coordonnee Y;Latitude;Longitude;Appariement;Localisation;Code nature uai;Nature uai;Etat établissement;Libellé état établissement;Code département;Code région;Code académie;Position
0594939Y;Ecole primaire Curie-Michelet;ECOLE PRIMAIRE PUBLIQUE;CURIE-MICHELET;Public;Place Jean Jaurès;;;59120;LOOS;701160.8;7056870.7;50.60887704375017;3.0163714708625307;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6088770438, 3.01637147086
0594980T;Ecole primaire Verhaeren;ECOLE PRIMAIRE PUBLIQUE;VERHAEREN;Public;Rue DES VICTOIRES;;;59650;VILLENEUVE D ASCQ;709203.4;7058337.5;50.6219740297672;3.1298350672853976;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6219740298, 3.12983506729
0595035C;Ecole maternelle Les Moulins;ECOLE MATERNELLE PUBLIQUE;LES MOULINS;Public;66 rue de la Plaine;;;59000;LILLE;704934.4;7058289.7;50.62159343703876;3.0696104805090227;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.621593437, 3.06961048051
0595041J;Ecole primaire Adolphe Dutoit;ECOLE PRIMAIRE PUBLIQUE;ADOLPHE DUTOIT;Public;Rue de Wattiessart;;;59113;SECLIN;702266.3;7049806.5;50.545472734473286;3.0319227323511635;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5454727345, 3.03192273235
0595057B;Ecole primaire Bossuet;ECOLE PRIMAIRE PUBLIQUE;BOSSUET;Public;4 rue de la Basoche;;;59650;VILLENEUVE D ASCQ;708933.6;7058620.0;50.62451321926477;3.12603528710871;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6245132193, 3.12603528711
0595063H;Ecole maternelle Jules Verne;ECOLE MATERNELLE PUBLIQUE;JULES VERNE;Public;Rue des Vergers;;;59650;VILLENEUVE D ASCQ;709022.6;7058339.0;50.621990133118906;3.127284507148885;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6219901331, 3.12728450715
0595098W;Ecole maternelle Albert Samain;ECOLE MATERNELLE PUBLIQUE;ALBERT SAMAIN;Public;Rue Balzac;;;59790;RONCHIN;706759.7;7055639.7;50.59779369131955;3.0953151727322807;Correcte;Rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.5977936913, 3.09531517273
0595163S;Collège Lavoisier;COLLEGE;LAVOISIER;Public;Rue EDOUARD VAILLANT;;;59130;LAMBERSART;701645.9;7060625.7;50.642574723769215;3.0232287110749896;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6425747238, 3.02322871107
0595169Y;Collège Emile Zola;COLLEGE;EMILE ZOLA;Public;174 rue DE LA BAILLERIE;;BP139;59391;WATTRELOS CEDEX;716355.9;7067731.1;50.70612400967357;3.2311249191384546;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.7061240097, 3.23112491914
0595205M;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;;Public;3 rue Alfred Cousin;;;59273;FRETIN;709552.0;7051348.6;50.55924464978652;3.134584814800313;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.5592446498, 3.1345848148
0595217A;Ecole maternelle Henri Carrette;ECOLE MATERNELLE PUBLIQUE;HENRI CARRETTE;Public;19 rue Saint Joseph;;;59100;ROUBAIX;712392.7;7067098.3;50.70053717746863;3.1751013972387487;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.7005371775, 3.17510139724
0595224H;Ecole maternelle Suzanne Buisson;ECOLE MATERNELLE PUBLIQUE;SUZANNE BUISSON;Public;403 rue Jules Ferry;;;59261;WAHAGNIES;702205.3;7043240.7;50.48653960789298;3.031027155831266;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.4865396079, 3.03102715583
0595303U;Ecole maternelle La Fontaine;ECOLE MATERNELLE PUBLIQUE;LA FONTAINE;Public;320 rue Verte;;;59170;CROIX;711514.8;7063914.5;50.67198404378077;3.162604598441674;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6719840438, 3.16260459844
0595312D;Ecole maternelle Saint-Exupéry;ECOLE MATERNELLE PUBLIQUE;SAINT EXUPERY;Public;Rue des Prieux;;;59420;MOUVAUX;709266.4;7068012.9;50.70879852745654;3.130950184106077;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.7087985275, 3.13095018411
0595315G;Ecole maternelle Jacques Prévert 15;ECOLE MATERNELLE PUBLIQUE;JACQUES PREVERT GROUPE 15;Public;Rue DE LA PREVOTE;;;59650;VILLENEUVE D ASCQ;709371.4;7061294.8;50.64851103344138;3.132274975125374;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6485110334, 3.13227497513
0595320M;Ecole primaire Pierre Curie;ECOLE PRIMAIRE PUBLIQUE;PIERRE CURIE;Public;Rue Bourdaloue;;;59150;WATTRELOS;716823.6;7067703.2;50.70586119587646;3.237732752789124;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7058611959, 3.23773275279
0595350V;Ecole primaire privée Lacordaire;ECOLE PRIMAIRE PRIVEE;LACORDAIRE;Privé;1 bis rue BOURDALOUE;;;59150;WATTRELOS;716513.2;7067670.4;50.70557518109795;3.233345174871691;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7055751811, 3.23334517487
0595369R;Ecole maternelle Jacques Prévert;ECOLE MATERNELLE PUBLIQUE;JACQUES PREVERT;Public;26 rue du Halot;;;59200;TOURCOING;711207.5;7068188.1;50.71033872735927;3.15838616771633;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.7103387274, 3.15838616772
0595377Z;Section d'enseignement général et professionnel adapté du Collège Robert Schuman;SEGPA;CLG ROBERT SCHUMAN;Public;199 rue DE LILLE;;BP28;59431;HALLUIN CEDEX;708831.6;7075536.0;50.7763080944988;3.124973985804501;Correcte;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.7763080945, 3.1249739858
0595382E;Collège privé Saint Jude;COLLEGE PRIVE;SAINT JUDE;Privé;18 rue LAMARTINE;;;59280;ARMENTIERES;691122.3;7065700.9;50.688057705480105;2.8745946958884105;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6880577055, 2.87459469589
0595483P;Etablissement régional d'enseignement adapté Déficients intellectuels moyens Handicapés sociaux;ETAB.REGIONAL ENSEIGNT ADAPTE;DEF. INT. MOYENS HAND. SOCIAUX;Public;5 rue DU CHEMIN SAINT MARTIN;;BP20103;59461;LOMME CEDEX;698370.1;7060521.9;50.64164324838112;2.9769975248705856;Imparfaite;Numéro de rue;370;Etablissement régional d'enseignement adapté;1;Ouvert;59;32;09;50.6416432484, 2.97699752487
0595536X;Section d'enseignement général et professionnel adapté du Collège Lavoisier;SEGPA;CLG LAVOISIER;Public;Rue EDOUARD VAILLANT;;;59130;LAMBERSART;701618.6;7060607.9;50.642415055351705;3.0228433514594144;Correcte;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6424150554, 3.02284335146
0595597N;Collège Voltaire;COLLEGE;VOLTAIRE;Public;135 rue VOLTAIRE;;;59139;WATTIGNIES;703119.0;7053768.2;50.58102607867149;3.043964793924369;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.5810260787, 3.04396479392
0595656C;Collège Camille Claudel;COLLEGE;CAMILLE CLAUDEL;Public;90 rue JEAN BAPTISTE CARPEAUX;;;59650;VILLENEUVE D ASCQ;711263.2;7060271.8;50.63929920397128;3.1589481286513634;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.639299204, 3.15894812865
0595721Y;Cours Auber-Icam (Lycée professionnel privé);ECOLE 2D DEGRE PROF. PRIVEE;LP PRIVE COURS AUBER-ICAM;Privé;6  RUE AUBER;;;59046;LILLE CEDEX;702840.7;7059212.4;50.62988714050586;3.040080886996954;Correcte;Numéro de rue;320;Lycée professionnel;1;Ouvert;59;32;09;50.6298871405, 3.040080887
0595758N;Collège Etienne Dolet;COLLEGE;ETIENNE DOLET;Public;83 rue ETIENNE DOLET;;BP2;59185;PROVIN;692868.7;7047125.3;50.52137082338059;2.899597740779395;Parfaite;Rue;340;Collège;1;Ouvert;59;32;09;50.5213708234, 2.89959774078
0595787V;Lycée professionnel Alain Savary - Lycée des Métiers;LP LYCEE DES METIERS;ALAIN SAVARY;Public;Rue ALAIN SAVARY;;BP121;59391;WATTRELOS CEDEX;714075.0;7068154.5;50.70997901284209;3.198908782451763;Correcte;Numéro de rue;320;Lycée professionnel;1;Ouvert;59;32;09;50.7099790128, 3.19890878245
0595802L;Ecole primaire Racine niveau 1;ECOLE PRIMAIRE PUBLIQUE;RACINE NIVEAU 1;Public;Allée des Ecoles;;;59200;TOURCOING;710305.4;7070136.4;50.72783662268441;3.1456883781206013;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7278366227, 3.14568837812
0595981F;Ecole primaire privée Immaculée-Conception;ECOLE PRIMAIRE PRIVEE;IMMACULEE CONCEPTION;Privé;4 boulevard Hentgès;;BP415;59113;SECLIN;702291.8;7050633.0;50.55289079006964;3.032286681387145;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5528907901, 3.03228668139
0595993U;Collège privé Jeannine Manuel;COLLEGE PRIVE;JEANNINE MANUEL;Privé;418 bis rue ALBERT BAILLY;;;59700;MARCQ EN BAROEUL;708574.0;7065978.1;50.690549418376044;3.1211212882289256;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6905494184, 3.12112128823
0596117D;Ecole primaire privée Saint François d'Assise Sainte Famille;ECOLE PRIMAIRE PRIVEE;ST FRANCOIS D'ASSISE STE FAMIL;Privé;36 rue Saint Louis;;;59100;ROUBAIX;713007.4;7066845.3;50.698254380454415;3.1837783880123585;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6982543805, 3.18377838801
0596118E;Ecole primaire privée Saint Joseph;ECOLE PRIMAIRE PRIVEE;GROUPE SCOLAIRE SAINT JOSEPH;Privé;5 rue Abbé Bonpain;;;59117;WERVICQ SUD;703119.8;7075125.3;50.77267802295997;3.0441443714960528;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.772678023, 3.0441443715
0596172N;Collège Henri Matisse;COLLEGE;HENRI MATISSE;Public;18 route DE HAUTEVALLE;;BP497;59497;LINSELLES CEDEX;706128.8;7071313.1;50.73845020392678;3.086661724310601;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.7384502039, 3.08666172431
0596300C;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;HENRI MATISSE;Public;6 rue du Stade Achille Dhalluin;;;59152;TRESSIN;713813.7;7057876.0;50.61774726242666;3.1948576375258075;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6177472624, 3.19485763753
0596367A;Ecole élémentaire Emilie Carles;ECOLE ELEMENTAIRE PUBLIQUE;EMILIE CARLES;Public;51 rue du Général de Gaulle;;;59242;CAPPELLE EN PEVELE;712181.5;7045793.4;50.509337917186805;3.1714636149883897;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5093379172, 3.17146361499
0596461C;Ecole élémentaire privée Saint Sauveur et Saint Eubert;ECOLE ELEMENTAIRE PRIVEE;ST SAUVEUR ET ST EUBERT;Privé;1  RUE CHARLES DEBIERRE;;;59800;LILLE;705178.3;7059453.0;50.63203132746143;3.0730664058566517;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6320313275, 3.07306640586
0596492L;Ecole élémentaire privée Saint Martin;ECOLE ELEMENTAIRE PRIVEE;SAINT MARTIN;Privé;15 rue Delattre;;;59242;TEMPLEUVE EN PEVELE;712088.2;7047585.8;50.52542789555182;3.170204734771917;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5254278956, 3.17020473477
0596493M;Ecole élémentaire privée Saint Eloi;ECOLE ELEMENTAIRE PRIVEE;SAINT ELOI;Privé;225 boulevard Descat;;;59200;TOURCOING;710855.1;7066683.3;50.69684192128583;3.1533647038135197;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6968419213, 3.15336470381
0596506B;Ecole élémentaire;ECOLE ELEMENTAIRE PUBLIQUE;PAUL CEZANNE;Public;Place Cadet Rousselle;;;59650;VILLENEUVE D ASCQ;710854.6;7060791.9;50.64397390463916;3.1531961529741377;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6439739046, 3.15319615297
0596507C;Ecole élémentaire Pablo Picasso;ECOLE ELEMENTAIRE PUBLIQUE;PABLO PICASSO;Public;Rue du Pavé Bleu;;;59650;VILLENEUVE D ASCQ;709675.6;7061110.1;50.64684887557611;3.1365641651286857;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6468488756, 3.13656416513
0596616W;A COMPLETER;ECOLE ELEMENTAIRE PRIVEE;SAINT CHRISTOPHE;Privé;28 rue Bouret;;;59700;MARCQ EN BAROEUL;707420.3;7062648.5;50.6606853913084;3.1047610713081486;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6606853913, 3.10476107131
0596617X;A COMPLETER;ECOLE ELEMENTAIRE PRIVEE;SAINT MATTHIEU;Privé;1 RUE JEAN-BAPTISTE COROT;;;59200;TOURCOING;710075.3;7070561.8;50.73165749000764;3.142446289551966;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.73165749, 3.14244628955
0596626G;Ecole élémentaire publique Pablo Neruda-Elsa Triolet;ECOLE ELEMENTAIRE PUBLIQUE;PABLO NERUDA-ELSA TRIOLET;Public;Rue Pierre Brossollette;;;59223;RONCQ;708101.8;7073437.1;50.75748571670691;3.114603658099385;Correcte;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7574857167, 3.1146036581
0596681S;Lycée général et technologique privé Averroes;LYCEE GEN.ET TECHNOL.PRIVE;LYCEE PRIVE AVERROES;Privé;65 rue DE LA PREVOYANCE;;;59000;LILLE;703793.1;7057439.7;50.61397311721176;3.0535018342854823;Parfaite;Numéro de rue;300;Lycée d'enseignement général et technologique;1;Ouvert;59;32;09;50.6139731172, 3.05350183429
0596682T;École élémentaire publique Niki de Saint-Phalle;ECOLE ELEMENTAIRE PUBLIQUE;NIKI DE SAINT-PHALLE;Public;26 rue de Hurtevent;;;59700;MARCQ EN BAROEUL;707048.6;7064048.5;50.67325305198449;3.099538268345678;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.673253052, 3.09953826835
0596770N;Lycée technologique privé hors contrat ISCOM de LILLE;ECOLE TECHNOLOGIQUE PRIVEE;I.S.C.O.M;Privé;57 rue DE PARIS;;;59000;LILLE;704796.4;7060061.8;50.6374979057327;3.0676851192637105;Correcte;Numéro de rue;301;Lycée d'enseignement technologique;1;Ouvert;59;32;09;50.6374979057, 3.06768511926
0596778X;Ecole élémentaire privée Jeannine Manuel;ECOLE ELEMENTAIRE PRIVEE;ACTIVE BILINGUE J MANUEL;Privé;418 bis rue Albert Bailly;;;59700;MARCQ EN BAROEUL;708559.8;7065995.0;50.6907012658004;3.120921056719849;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6907012658, 3.12092105672
0596833G;Collège de Wazemmes;COLLEGE;DE WAZEMMES;Public;53 boulevard MONTEBELLO;;;59000;LILLE;703146.8;7058580.7;50.62421657110629;3.044394796238675;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6242165711, 3.04439479624
0596846W;Collège privé Sacré Coeur - Saint Thomas;COLLEGE PRIVE;SACRE COEUR - SAINT THOMAS;Privé;111 rue DE LILLE;;;59200;TOURCOING;710511.2;7069576.5;50.72280918415972;3.1485828904262694;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.7228091842, 3.14858289043
0596923E;Ecole secondaire privée le Blanc-Mesnil;ECOLE SECONDAIRE PRIVEE;LE BLANC-MESNIL;Privé;2 rue du Château;;;59170;CROIX;710592.5;7063753.0;50.670551143718505;3.1495761835815923;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6705511437, 3.14957618358
0620333A;Ecole maternelle Les Eglantines;ECOLE MATERNELLE PUBLIQUE;LES EGLANTINES;Public;19 rue du Moulin;;;62138;AUCHY LES MINES;684531.8;7045438.7;50.506081470245725;2.7822876286591454;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;62;32;09;50.5060814702, 2.78228762866
0621534F;Ecole primaire Les Platanes;ECOLE PRIMAIRE PUBLIQUE;LES PLATANES;Public;2 place Jean Jaurès;;;62410;MEURCHIN;692250.2;7044196.8;50.495077539676416;2.8909467730062866;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;62;32;09;50.4950775397, 2.89094677301
0621538K;Ecole primaire Jules Ferry;ECOLE PRIMAIRE PUBLIQUE;JULES FERRY;Public;Place du Champ de Foire;;;62410;WINGLES;689570.4;7044289.7;50.49587245108452;2.8532349505917023;Moyenne;Numéro de rue;151;Ecole élémentaire;1;Ouvert;62;32;09;50.4958724511, 2.85323495059
0593659G;Section d'enseignement général et professionnel adapté du Collège Flandre;SEGPA;CLG FLANDRE;Public;64 bis rue DES GANTOIS;;BP45;59562;LA MADELEINE CEDEX;704613.2;7061751.0;50.652658361725656;3.065119524583582;Correcte;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6526583617, 3.06511952458
0593660H;Collège René Descartes;COLLEGE;RENE DESCARTES;Public;Rue EDOUARD HERRIOT;;BP115;59373;LOOS CEDEX;700476.1;7056872.6;50.60889499377326;3.0067147312333664;Correcte;Rue;340;Collège;1;Ouvert;59;32;09;50.6088949938, 3.00671473123
0593711N;Ecole primaire privée Notre-Dame;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;Privé;93 rue de la Victoire;;;59560;COMINES;700954.7;7073367.2;50.756910551895054;3.0135045074061226;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7569105519, 3.01350450741
0593724C;Ecole primaire privée Saint Joseph;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH;Privé;136 rue Salvador Allende;;;59830;CYSOING;715303.8;7052471.7;50.56921015952289;3.2156688443697403;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5692101595, 3.21566884437
0593756M;Ecole primaire privée Sainte Jeanne d'Arc;ECOLE PRIMAIRE PRIVEE;SAINTE JEANNE D'ARC;Privé;44 rue du Bourg;;;59249;AUBERS;687476.9;7055407.4;50.595619806363715;2.8234255193511215;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5956198064, 2.82342551935
0593781P;Ecole primaire privée Saint Joseph;ECOLE PRIMAIRE PRIVEE;SAINTE MARIE-SAINT JOSEPH;Privé;40 rue Saint Joseph;;;59910;BONDUES;706875.0;7067204.4;50.70157460377032;3.097141569424977;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7015746038, 3.09714156942
0593790Z;Ecole primaire privée Notre-Dame de La Treille;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DE LA TREILLE;Privé;12 rue Kléber;;;59155;FACHES THUMESNIL;705378.0;7054694.2;50.58932146291538;3.075819719320485;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5893214629, 3.07581971932
0593817D;Ecole primaire privée Jeanne d'Arc - Sainte Thérèse;ECOLE PRIMAIRE PRIVEE;JEANNE D'ARC - SAINTE THERESE;Privé;28 rue de la Carnoy;;;59130;LAMBERSART;701533.0;7061534.9;50.65073425964688;3.0216388612979164;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6507342596, 3.0216388613
0593821H;Ecole primaire privée Sacré-Coeur;ECOLE PRIMAIRE PRIVEE;SACRE COEUR;Privé;12 bis avenue Pottier;;;59130;LAMBERSART;702777.0;7061586.7;50.6511948142301;3.039198741571319;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6511948142, 3.03919874157
0593828R;Ecole primaire privée Saint Paul;ECOLE PRIMAIRE PRIVEE;SAINT PAUL;Privé;25 bis rue Colbert;;;59000;LILLE;703480.3;7059027.4;50.62822364825587;3.0491037046976834;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6282236483, 3.0491037047
0593833W;Ecole primaire privée Notre-Dame de La Paix;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DE LA PAIX;Privé;11  PLACE AUX BLEUETS;;;59800;LILLE;704794.0;7060473.7;50.641194393060935;3.0676562316320632;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6411943931, 3.06765623163
0593841E;Ecole primaire privée Saint Joseph;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH;Privé;127 rue du Maréchal Leclerc;;;59350;ST ANDRE LEZ LILLE;703406.8;7061805.3;50.65315341142592;3.0480905602928545;Correcte;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6531534114, 3.04809056029
0593842F;Ecole primaire privée La Cessoie;ECOLE PRIMAIRE PRIVEE;LA CESSOIE;Privé;287 avenue de Lattre de Tassigny;;;59350;ST ANDRE LEZ LILLE;702389.2;7062807.9;50.66215542384959;3.033732115526612;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6621554238, 3.03373211553
0593863D;Ecole primaire privée Saint Louis;ECOLE PRIMAIRE PRIVEE;SAINT LOUIS;Privé;89 rue d'Austerlitz;;;59200;TOURCOING;710665.7;7069185.5;50.719298080703425;3.1507562943917677;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7192980807, 3.15075629439
0593899T;Ecole primaire privée Jeanne d'Arc;ECOLE PRIMAIRE PRIVEE;JEANNE D'ARC;Privé;48 rue Faidherbe;;;59110;LA MADELEINE;705291.5;7061540.7;50.650765735246665;3.0746915342407357;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6507657352, 3.07469153424
0593904Y;Ecole primaire privée Jean Bosco - Notre Dame des Jeunes;ECOLE PRIMAIRE PRIVEE;JEAN BOSCO - NOTRE DAME DES JE;Privé;170 rue du Collège;;;59700;MARCQ EN BAROEUL;707438.7;7064878.8;50.68069936703245;3.105062741071755;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.680699367, 3.10506274107
0593938K;Ecole primaire privée Charles de Foucauld;ECOLE PRIMAIRE PRIVEE;CHARLES DE FOUCAULD;Privé;78 rue Descartes;;;59100;ROUBAIX;711396.0;7065612.7;50.68722526034219;3.160975874211509;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6872252603, 3.16097587421
0593943R;Ecole primaire privée Don Bosco;ECOLE PRIMAIRE PRIVEE;DON BOSCO;Privé;18 rue DES PENSEES;;;59000;LILLE;703096.0;7057280.8;50.6125509127004;3.0436679723513143;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6125509127, 3.04366797235
0593946U;Ecole primaire privée Saint Louis;ECOLE PRIMAIRE PRIVEE;SAINT LOUIS;Privé;10  RUE BROCA;;;59800;LILLE;706392.8;7058664.1;50.62494020928388;3.090190412126868;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6249402093, 3.09019041213
0593964N;Ecole primaire privée Thérèse d'Avila;ECOLE PRIMAIRE PRIVEE;THERESE D'AVILA;Privé;124 boulevard Vauban;;BP102;59046;LILLE CEDEX;703091.8;7059210.2;50.629866202614735;3.0436237672888833;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6298662026, 3.04362376729
0593970V;Ecole primaire privée Sainte Marie;ECOLE PRIMAIRE PRIVEE;SAINTE MARIE;Privé;81  RUE BOUSBECQUE;;;59126;LINSELLES;705640.7;7071704.6;50.74196768448994;3.07976554814217;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7419676845, 3.07976554814
0593973Y;Ecole primaire privée Saint Jean;ECOLE PRIMAIRE PRIVEE;SAINT JEAN;Privé;24 rue des Ecoles;;;59160;LILLE;700377.0;7059439.4;50.6319306639326;3.0053195017447774;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6319306639, 3.00531950174
0593977C;Ecole primaire privée Notre-Dame;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;Privé;25 BIS PLACE CARNOT;;BP23;59120;LOOS;700961.0;7057808.1;50.61729011777918;3.0135558392419104;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6172901178, 3.01355583924
0593982H;Ecole primaire privée Saint Aignan;ECOLE PRIMAIRE PRIVEE;SAINT AIGNAN;Privé;35 avenue de Flandre;;;59700;MARCQ EN BAROEUL;707586.3;7063235.6;50.66595194971828;3.10711592908046;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6659519497, 3.10711592908
0593991T;Collège Théodore Monod;COLLEGE;THEODORE MONOD;Public;37 bis rue SADI CARNOT;;BP459;59814;LESQUIN CEDEX;707914.6;7054825.4;50.59047194682629;3.1115835984789726;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.5904719468, 3.11158359848
0594015U;Ecole primaire privée Sacré-Coeur;ECOLE PRIMAIRE PRIVEE;SACRE COEUR;Privé;63 rue au Vent;;;59236;FRELINGHIEN;695420.4;7068327.6;50.71167451375788;2.935278678203321;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7116745138, 2.9352786782
0594028H;Ecole primaire privée Saint Alphonse;ECOLE PRIMAIRE PRIVEE;SAINT ALPHONSE;Privé;26 place Abbé Coulon;;;59250;HALLUIN;710211.3;7075316.6;50.774318438505425;3.144492088441442;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7743184385, 3.14449208844
0594045B;Ecole primaire privée Sacré-Coeur-Saint Paul;ECOLE PRIMAIRE PRIVEE;SACRE COEUR-SAINT PAUL;Privé;46 rue Vauban;;;59420;MOUVAUX;710454.1;7067407.8;50.70334998502025;3.1477183959012196;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.703349985, 3.1477183959
0594061U;Ecole primaire privée Notre-Dame de Lourdes;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DE LOURDES;Privé;105 AVENUE JEAN JAURES;;;59790;RONCHIN;705443.7;7056477.8;50.60532824629651;3.076770412944856;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6053282463, 3.07677041294
0594063W;Ecole primaire privée Saint Roch;ECOLE PRIMAIRE PRIVEE;SAINT ROCH;Privé;112 rue de Lille;;;59223;RONCQ;708204.7;7071124.0;50.736729529752644;3.1160111517065054;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7367295298, 3.11601115171
